,State,Station_Number,Station_Name,Station_WMO,Latitude,Longitude,ZIP Codes
0,LA,G2200890,New Orleans Intl Arpt,722310,30.0,-90.25,70062
1,LA,G2200910,Baton Rouge Metro AP,722320,30.533,-91.15,70811
2,LA,G2200930,Houma Terrebonne,722406,29.57,-90.67,70363
3,LA,G2200950,New Orleans Intl Arpt,722310,30.0,-90.25,70062
4,LA,G2200970,Lafayette Regional Ap,722405,30.2,-91.98,
5,LA,G2200990,Lafayette Regional Ap,722405,30.2,-91.98,
6,LA,G2201010,Patterson Memorial,722329,29.72,-91.33,70392
7,LA,G2201030,New Orleans Lakefront Ap,722315,30.05,-90.03,
8,LA,G2201050,New Orleans Intl Arpt,722310,30.0,-90.25,70062
9,MS,G2201070,Natchez Hardy Awos,722357,31.62,-91.3,39190
10,LA,G2201090,Houma Terrebonne,722406,29.57,-90.67,70363
11,LA,G2201110,Monroe Regional Ap,722486,32.52,-92.03,71211
12,LA,G2201130,Lafayette Regional Ap,722405,30.2,-91.98,
13,LA,G2201150,Fort Polk Aaf,722390,31.05,-93.18,71459
14,LA,G2201170,New Orleans Lakefront Ap,722315,30.05,-90.03,
15,LA,G2201190,Barksdale Afb,722485,32.5,-93.67,71112
16,LA,G2201210,Baton Rouge Ryan Arpt,722317,30.53,-91.15,70811
17,LA,G2201230,Monroe Regional Ap,722486,32.52,-92.03,71211
18,LA,G2201250,Baton Rouge Metro AP,722320,30.533,-91.15,70811
19,LA,G2201270,Monroe Regional Ap,722486,32.52,-92.03,71211
20,ME,G2300010,Auburn Lewiston,726184,44.05,-70.28,04210
21,ME,G2300030,Presque Isle Municip,727130,46.68,-68.05,04769
22,ME,G2300050,Portland Intl Jetport,726060,43.65,-70.3,04102
23,ME,G2300070,Waterville  Awos,726073,44.53,-69.68,04901
24,ME,G2300090,Bar Harbor  Awos,726077,44.45,-68.37,04605
25,ME,G2300110,Augusta Airport,726185,44.32,-69.8,04330
26,ME,G2300130,Rockland Knox Awos,726079,44.07,-69.1,04854
27,ME,G2300150,Wiscasset,727135,43.97,-69.72,04578
28,ME,G2300170,Auburn Lewiston,726184,44.05,-70.28,04210
29,ME,G2300190,Bangor Intl AP,726070,44.8,-68.817,04401
30,ME,G2300210,Bangor International Ap,726088,44.8,-68.82,04401
31,ME,G2300230,Naval Air Station,743920,43.9,-69.93,04011
32,ME,G2300250,Waterville  Awos,726073,44.53,-69.68,04901
33,ME,G2300270,Bangor International Ap,726088,44.8,-68.82,04401
34,ME,G2300290,Bar Harbor  Awos,726077,44.45,-68.37,04605
35,ME,G2300310,Sanford Muni  Awos,726064,43.4,-70.72,04073
36,VA,G2400010,Winchester Rgnl,724053,39.15,-78.15,22602
37,MD,G2400030,Baltimore Blt Washngtn IntL,724060,39.17,-76.68,21077
38,MD,G2400050,Baltimore Blt Washngtn IntL,724060,39.17,-76.68,21077
39,MD,G2400090,Patuxent River Nas,724040,38.3,-76.42,20670
40,DE,G2400110,Dover Afb,724088,39.13,-75.47,19961
41,MD,G2400130,Baltimore Blt Washngtn IntL,724060,39.17,-76.68,21077
42,DE,G2400150,Wilmington New Castle Cnty Ap,724089,39.67,-75.6,19720
43,MD,G2400170,Andrews Afb,745940,38.82,-76.87,20747
44,MD,G2400190,Patuxent River Nas,724040,38.3,-76.42,20670
45,VA,G2400210,Leesburg Godfrey,724055,39.08,-77.57,20175
46,WV,G2400230,Morgantown Hart Field,724176,39.65,-79.92,26508
47,MD,G2400250,Baltimore Blt Washngtn IntL,724060,39.17,-76.68,21077
48,MD,G2400270,Baltimore Blt Washngtn IntL,724060,39.17,-76.68,21077
49,DE,G2400290,Dover Afb,724088,39.13,-75.47,19961
50,VA,G2400310,Washington Dc Reagan Ap,724050,38.87,-77.03,20242
51,MD,G2400330,Andrews Afb,745940,38.82,-76.87,20747
52,MD,G2400350,Baltimore Blt Washngtn IntL,724060,39.17,-76.68,21077
53,MD,G2400370,Patuxent River Nas,724040,38.3,-76.42,20670
54,MD,G2400390,Salisbury Wicomico Co Ap,724045,38.33,-75.52,21804
55,MD,G2400410,Patuxent River Nas,724040,38.3,-76.42,20670
56,MD,G2400430,Hagerstown Rgnl Ric,724066,39.7,-77.73,21767
57,MD,G2400450,Salisbury Wicomico Co Ap,724045,38.33,-75.52,21804
58,MD,G2400470,Salisbury-Ocean City-Wicomico Rgnl AP,723980,38.333,-75.517,21804
59,MA,G2500010,Barnstable Muni Boa,725067,41.67,-70.28,02649
